Bundesland;BM;Bf. Nr.;Station;Bf DS 100 Abk.;Kat. Vst;Straße;PLZ;Ort;Aufgabenträger;Verkehrsverb.;Fernverkehr;Nahverkehr
Hessen;Darmstadt;2693;Heppenheim (Bergstr);FHP;5;Kalterer Str. 4;64646;Heppenheim;Verkehrsverbund Rhein-Neckar GmbH;RMV;ja;ja
Hessen;Darmstadt;2710;Hergershausen;FHER;6;Hügelstraße 3;64832;Babenhausen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;2749;Höchst-Hetschbach;FHET;7;Talstraße 30;64739;Höchst i. Odw.;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;2753;Beerfelden-Hetzbach;FHZ;6;Bahnhofstr. 45;64743;Beerfelden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;2807;Höchst (Odenw);FHT;6;Bahnhofstr. 31;64739;Höchst;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;2826;Hofheim (Ried);FHOR;6;Bahnhofstr.2;68623;Lampertheim;Verkehrsverbund Rhein-Neckar GmbH;RMV;nein;ja
Hessen;Darmstadt;2965;Idstein (Taunus);FIST;5;Am Bahnhof 11;65510;Idstein;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3081;Hesseneck-Kailbach;FKAI;6;Bahnhofstr. 9;64754;Hesseneck;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3230;Klein Gerau;FKGE;6;Bahnhofstr.9;64572;Büttelborn;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3237;Groß Umstadt-Klein Umstadt;FKLU;6;Bahnhofstr. 102;64823;Groß-Umstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3500;Lampertheim;FLP;4;Eugen-Schreiber-Str. 2;68623;Lampertheim;Verkehrsverbund Rhein-Neckar GmbH;VRN;nein;ja
Hessen;Darmstadt;3524;Langen (Hess);FLG;4;Bahnhofsanlage 2;63225;Langen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3564;Babenhausen Langstadt;FLAS;7;Kleestädter-Str. 75;64832;Babenhausen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3608;Riedstadt-Wolfskehlen;FLW;6;Bahnhofsplatz 1;64560;Riedstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3663;Otzberg-Lengfeld;FLE;6;Bahnhofstraße 15 a;64853;Otzberg;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3780;Lorch (Rhein);FLOR;6;Rheinstr. 58;65391;Lorch;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3782;Lorchhausen;FLON;6;Kauber Straße 7;65391;Lorch;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;3786;Lorsch;FLO;6;Lindenstr. 1;64653;Lorsch;Verkehrsverbund Rhein-Neckar GmbH;RMV;nein;ja
Hessen;Darmstadt;4078;Messel;FMES;6;Am Bahnhof 7;64409;Messel;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4098;Michelstadt;FMI;6;Hulsterstr. 2;64720;Michelstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4174;Mörfelden;FMF;4;Bahnhofstraße 38;64546;Mörfelden - Walldorf;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4226;Höchst Mümling-Grumbach;FMGR;6;Im Wolfsgrund 2;64739;Höchst-Odenwald;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4278;Münster (b Dieburg);FMTR;6;Bahnhofsplatz 5;64838;Münster;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4308;Nauheim (b Groß Gerau);FNU;6;Bahnhofstr. 39;64569;Nauheim;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4477;Mühltal;FNR;6;Odenwaldstr.31;64367;Mühltal;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4513;Niedernhausen (Taunus);FNSD;4;Bahnhofstr.37;65527;Niedernhausen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4536;Niederwalluf;FNWF;5;Bahnhofstr. 11;65396;Walluf;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4614;Ober Ramstadt;FORA;6;Bahnhofstr. 23;64372;Ober Ramstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4615;Rödermark-Ober Roden;FORD;4;Dieburgerstr. 69;63322;Ober Roden / Rödermark;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4738;Oestrich-Winkel;FOE;6;RheingauStr. 105;65375;Oestrich-Winkel;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;4747;Dreieich-Offenthal;FOFF;6;Am Bahnhof 4;63303;Dreieich;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;5203;Reinheim (Odenw);FREI;6;Bahnhofstr. 16;64354;Reinheim;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;5272;Riedrode;FRIE;6;Am Sportplatz;68642;Bürstadt;Verkehrsverbund Rhein-Neckar GmbH;RMV;nein;ja
Hessen;Darmstadt;5416;Rüdesheim (Rhein);FRDH;5;Am Rottland 1;65385;Rüdesheim;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;5632;Hesseneck-Schöllenbach;FSCH;6;Ecksgasse;64754;Hesseneck;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;5815;Seligenstadt (Hess);FSEL;6;Eisenbahnstr. 5;63500;Seligenstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;5931;Dreieich-Sprendlingen;FSPO;6;Theodor-Heuss-Str. 15;63303;Dreieich;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6035;Stockstadt (Rhein);FSTR;6;Lindenstr. 1;64589;Stockstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6372;Rödermark-Urberach;FUCH;6;Bruchwiesenstr. 1;63322;Rödermark;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6503;Walldorf (Hess);FWF;5;Farmstr. 5;64546;Mörfelden-Walldorf;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6647;Weiterstadt;FWI;6;Bahnhofstr. 2;64331;Weiterstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6734;Groß Umstadt-Wiebelsbach;FWH;5;Bei den Stochwiesen 26;64823;Groß Umstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6744;Wiesbaden Hbf;FW;2;Bahnhofsplatz 1;65189;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;ja;ja
Hessen;Darmstadt;6746;Wiesbaden-Biebrich;FWB;6;Seligmann-Baer-Platz 21;65203;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6747;Wiesbaden-Erbenheim;FWE;6;Bahnstraße 8;69206;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6748;Wiesbaden-Igstadt;FWIG;6;Hinterbergstr. 11;65207;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6749;Wiesbaden-Schierstein;FWS;6;Dachsberg-Str. 2;65201;Wiesbaden;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6890;Wörsdorf;FWOD;6;Siebenmorgenweg 17;65510;Idstein;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6989;Bad König-Zell;FZK;7;An der alten Schule 5;64732;Bad König;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6995;Mainhausen Zellhausen;FZH;7;Am Bahnhof 9;63533;Mainhausen;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;6999;Zeppelinheim;FZEP;6;Flughafenstr. 1A;63263;Neu Isenburg;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;7075;Zwingenberg (Bergstr);FZW;5;Bahnhofstr. 25;64673;Zwingenberg;Verkehrsverbund Rhein-Neckar GmbH;RMV;nein;ja
Hessen;Darmstadt;7161;Darmstadt-Lichtwiese;FDAL;6;Petersenstraße 24;64287;Darmstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;7177;Bürstadt (Ried);FBUP;5;Bahnhofsallee 17;68642;Bürstadt;Verkehrsverbund Rhein-Neckar GmbH;RMV;nein;ja
Hessen;Darmstadt;7957;Dreieich-Weibelfeld;FWED;6;Hainer Chausee;63303;Dreieich;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;ja
Hessen;Darmstadt;8264;Pfungstadt;FPU;6;Eberstädter Strasse;64319;Pfungstadt;Rhein-Main-Verkehrsverbund GmbH;RMV;nein;nein
Nordrhein-Westfalen;Dortmund;23;Ahlen (Westf);EAHL;4;Bahnhofstr. 1b;59227;Ahlen ;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;169;Ardey;EARE;7;Ardeyer Str.;58730;Fröndenberg (Ardey);Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;334;Bad Sassendorf;EBSA;6;Bahnhofstr.;59505;Bad Sassendorf;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;396;Dortmund-Somborn;EDSM;6;Somborner Str.;44388;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;733;Bockum-Hövel;EBCK;6;Ermelinghofstr. 41;59075;Hamm;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;763;Bönen;EBEO;5;Bahnhofstraße;59199;Bönen;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;779;Borgeln;EBOR;6;Bahnhofstr.;59514;Welver-Borgeln;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;783;Bork (Westf);EBOK;6;Bahnhofstr.;59379;Selm (Bork);Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;1146;Dedinghausen;EDED;6;Merschweg;59558;Lippstadt (Dedinghausen);Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Dortmund;1235;Dortmund-Lütgendortmund;EDLS;6;Heinrich-Sondermann-Platz;44388;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1287;Dortmund-Asseln Mitte;EDAM;6;Asselburgstr.;44319;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1288;Dortmund-Germania;EDGM;6;Steinhammerstr.;44379;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1289;Dortmund Hbf;EDO;1;Königswall 15;44137;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;ja;ja
Nordrhein-Westfalen;Dortmund;1290;Dortmund-Knappschaftskrankenhaus;EDKK;6;Hörder Str.;44309;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1291;Dortmund-Möllerbrücke;EDMB;6;Hollestr.;44137;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1292;Dortmund-Stadthaus;EDST;5;Ruhrallee/Sonnenstr.;44149;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1294;Dortmund-Tierpark;EDTP;6;Am Bahnhof Tierpark;44225;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1295;Dortmund-Universität;EDUV;4;Universitätsgelände;44227;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1296;Dortmund-West;EDW;6;Lange Str.;44137;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1297;Dortmund Signal-Iduna-Park;EDWH;4;Bolmker Weg;44139;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1298;Dortmund-Aplerbeck;EDAP;6;Wittbräucker Str.;44287;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1299;Dortmund-Aplerbeck Süd;EDAU;6;Mondstr.;44287;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Dortmund;1300;Dortmund-Barop;EDBA;5;Baroper Bahnhofstr.;44225;Dortmund;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
